500 ; 89
659 ; 520
805 ; 820
452 ; 525
571 ; 928
878 ; 595
10 ; 997
890 ; 180
289 ; 867
760 ; 489
434 ; 916
493 ; 780
835 ; 996
806 ; 858
723 ; 942
607 ; 872
50 ; 518
351 ; 415
12 ; 574
657 ; 670
524 ; 655
422 ; 754
99 ; 992
982 ; 744
264 ; 479
571 ; 838
710 ; 777
212 ; 90
713 ; 32
172 ; 981
565 ; 582
72 ; 720
866 ; 473
936 ; 314
201 ; 309
534 ; 195
362 ; 276
151 ; 690
661 ; 20
256 ; 845
985 ; 732
116 ; 704
895 ; 387
478 ; 727
667 ; 979
649 ; 15
575 ; 735
977 ; 433
787 ; 411
390 ; 505
874 ; 760
715 ; 9
894 ; 829
898 ; 367
673 ; 226
872 ; 738
907 ; 268
626 ; 896
944 ; 776
791 ; 560
656 ; 524
646 ; 936
768 ; 204
305 ; 157
708 ; 579
263 ; 808
207 ; 776
274 ; 32
559 ; 98
780 ; 281
530 ; 659
593 ; 828
655 ; 135
591 ; 621
427 ; 327
913 ; 245
924 ; 588
742 ; 545
39 ; 996
880 ; 594
840 ; 729
268 ; 979
796 ; 710
40 ; 212
756 ; 624
104 ; 304
652 ; 929
56 ; 826
85 ; 761
341 ; 463
200 ; 694
592 ; 330
44 ; 354
435 ; 877
160 ; 815
85 ; 314
404 ; 344
834 ; 316
243 ; 599
504 ; 180
847 ; 379
88 ; 326
472 ; 800
488 ; 50
376 ; 41
446 ; 433
279 ; 324
386 ; 551
414 ; 15
226 ; 62
34 ; 62
872 ; 815
584 ; 27
606 ; 126
401 ; 380
90 ; 337
842 ; 50
523 ; 27
391 ; 305
922 ; 773
435 ; 909
538 ; 846
401 ; 213
713 ; 61
875 ; 273
154 ; 871
315 ; 358
175 ; 732
96 ; 54
555 ; 512
906 ; 504
123 ; 430
488 ; 386
478 ; 166
208 ; 177
213 ; 186
212 ; 719
995 ; 937
978 ; 723
341 ; 368
561 ; 130
710 ; 193
226 ; 941
929 ; 722
960 ; 323
761 ; 235
226 ; 723
200 ; 632
263 ; 586
330 ; 379
256 ; 330
531 ; 844
734 ; 152
704 ; 530
762 ; 960
936 ; 507
983 ; 314
163 ; 561
173 ; 434
157 ; 484
954 ; 677
750 ; 306
904 ; 615
776 ; 129
13 ; 671
301 ; 202
564 ; 383
354 ; 167
87 ; 66
376 ; 778
251 ; 241
724 ; 609
585 ; 164
220 ; 81
743 ; 234
720 ; 166
692 ; 207
838 ; 618
844 ; 95
817 ; 296
163 ; 959
37 ; 216
429 ; 148
674 ; 96
917 ; 645
99 ; 779
560 ; 285
222 ; 554
128 ; 238
496 ; 601
207 ; 887
866 ; 792
280 ; 471
770 ; 949
92 ; 948
537 ; 701
252 ; 546
490 ; 941
587 ; 422
714 ; 855
711 ; 966
100 ; 112
629 ; 753
485 ; 978
962 ; 390
173 ; 587
958 ; 156
303 ; 436
313 ; 248
246 ; 595
879 ; 947
534 ; 509
290 ; 622
379 ; 290
313 ; 37
328 ; 827
163 ; 70
169 ; 551
381 ; 187
827 ; 866
878 ; 453
44 ; 470
782 ; 618
307 ; 196
146 ; 36
806 ; 652
789 ; 476
780 ; 129
548 ; 116
683 ; 19
493 ; 987
689 ; 7
472 ; 175
421 ; 192
440 ; 383
317 ; 877
124 ; 449
123 ; 93
264 ; 454
138 ; 524
253 ; 134
246 ; 492
383 ; 138
717 ; 600
507 ; 879
601 ; 583
789 ; 312
786 ; 315
156 ; 266
83 ; 265
439 ; 254
662 ; 367
384 ; 278
998 ; 945
700 ; 630
543 ; 465
595 ; 527
785 ; 534
943 ; 232
92 ; 518
136 ; 706
308 ; 241
360 ; 878
94 ; 584
362 ; 946
130 ; 45
501 ; 798
240 ; 451
670 ; 389
356 ; 88
252 ; 980
361 ; 882
750 ; 411
541 ; 130
996 ; 950
494 ; 113
682 ; 37
288 ; 850
390 ; 82
963 ; 57
234 ; 887
37 ; 306
124 ; 973
217 ; 88
7 ; 198
783 ; 573
177 ; 781
88 ; 202
599 ; 710
574 ; 206
768 ; 709
197 ; 881
993 ; 8
166 ; 822
4 ; 2
778 ; 450
600 ; 136
523 ; 494
558 ; 542
13 ; 685
324 ; 88
355 ; 144
103 ; 353
44 ; 737
431 ; 476
511 ; 745
649 ; 793
131 ; 983
938 ; 830
423 ; 213
215 ; 503
136 ; 196
127 ; 301
369 ; 915
57 ; 629
186 ; 590
987 ; 327
407 ; 907
460 ; 130
189 ; 669
820 ; 393
656 ; 7
378 ; 214
109 ; 22
221 ; 455
70 ; 118
292 ; 421
336 ; 455
950 ; 333
195 ; 298
914 ; 859
293 ; 483
695 ; 576
151 ; 521
174 ; 915
74 ; 532
542 ; 632
317 ; 349
892 ; 679
519 ; 24
680 ; 374
412 ; 18
252 ; 100
47 ; 562
346 ; 870
126 ; 194
7 ; 347
341 ; 920
172 ; 472
911 ; 164
207 ; 133
715 ; 27
296 ; 239
805 ; 992
786 ; 912
567 ; 274
690 ; 242
413 ; 588
917 ; 506
43 ; 244
679 ; 672
535 ; 771
433 ; 903
50 ; 233
482 ; 50
319 ; 756
736 ; 189
289 ; 10
45 ; 656
183 ; 705
750 ; 485
784 ; 996
217 ; 963
422 ; 276
47 ; 450
119 ; 938
811 ; 683
227 ; 618
7 ; 781
351 ; 409
635 ; 383
915 ; 111
778 ; 789
391 ; 197
788 ; 87
343 ; 956
614 ; 342
672 ; 99
798 ; 197
559 ; 250
368 ; 691
611 ; 176
556 ; 716
593 ; 33
66 ; 356
497 ; 942
706 ; 870
844 ; 530
364 ; 432
33 ; 749
584 ; 296
672 ; 201
442 ; 517
353 ; 271
243 ; 427
454 ; 433
328 ; 891
705 ; 905
950 ; 262
451 ; 448
277 ; 455
199 ; 687
809 ; 920
873 ; 745
81 ; 963
624 ; 72
851 ; 118
503 ; 935
703 ; 953
970 ; 172
347 ; 500
83 ; 611
891 ; 684
401 ; 966
46 ; 454
639 ; 199
920 ; 25
832 ; 226
369 ; 130
469 ; 236
725 ; 868
785 ; 654
382 ; 1
228 ; 238
372 ; 450
357 ; 309
902 ; 301
161 ; 108
910 ; 335
691 ; 336
537 ; 306
678 ; 700
408 ; 593
842 ; 655
104 ; 126
914 ; 830
918 ; 49
248 ; 293
931 ; 350
884 ; 170
911 ; 404
396 ; 668
803 ; 962
923 ; 577
818 ; 15
283 ; 247
508 ; 67
847 ; 608
113 ; 273
119 ; 458
275 ; 222
2 ; 362
360 ; 693
833 ; 632
403 ; 419
529 ; 675
874 ; 500
198 ; 679
677 ; 602
544 ; 480
902 ; 523
102 ; 612
456 ; 206
316 ; 940
691 ; 498
392 ; 372
467 ; 550
638 ; 418
574 ; 635
213 ; 307
39 ; 475
690 ; 21
845 ; 595
284 ; 319
717 ; 584
945 ; 408
729 ; 151
105 ; 749
452 ; 658
232 ; 963
344 ; 177
102 ; 518
522 ; 486
402 ; 805
936 ; 912
689 ; 5
263 ; 320
184 ; 222
960 ; 307
364 ; 725
622 ; 392
471 ; 784
872 ; 425
113 ; 560
152 ; 271
270 ; 884
687 ; 335
542 ; 737
612 ; 532
966 ; 890
1000 ; 1
659 ; 652
969 ; 503
848 ; 882
945 ; 917
830 ; 438
176 ; 91
276 ; 276
767 ; 767
687 ; 730
763 ; 177
245 ; 117
592 ; 649
264 ; 228
193 ; 513
979 ; 392
824 ; 300
141 ; 2
897 ; 176
762 ; 720
567 ; 123
604 ; 986
917 ; 681
268 ; 481
144 ; 408
390 ; 878
1 ; 869
51 ; 815
993 ; 927
715 ; 890
542 ; 557
26 ; 622
695 ; 209
710 ; 16
859 ; 319
221 ; 902
608 ; 596
173 ; 262
303 ; 226
905 ; 915
191 ; 167
960 ; 303
290 ; 377
396 ; 819
608 ; 434
423 ; 139
589 ; 872
916 ; 680
186 ; 1000
846 ; 574
697 ; 813
537 ; 831
949 ; 634
896 ; 811
96 ; 321
570 ; 817
320 ; 473
498 ; 20
474 ; 206
278 ; 511
494 ; 318
406 ; 895
721 ; 967
950 ; 142
728 ; 11
860 ; 33
687 ; 56
304 ; 824
773 ; 240
592 ; 122
463 ; 304
176 ; 815
661 ; 49
366 ; 561
280 ; 803
837 ; 863
751 ; 482
611 ; 349
43 ; 922
895 ; 463
974 ; 690
904 ; 919
771 ; 181
686 ; 453
150 ; 402
784 ; 969
556 ; 763
465 ; 18
419 ; 926
297 ; 23
3 ; 315
231 ; 395
418 ; 322
322 ; 654
141 ; 434
457 ; 21
766 ; 970
498 ; 767
200 ; 454
681 ; 99
